REGION,YEAR,Month,Rainfall,Temperature,Month_Num,Time,Rainfall_lag_1,Rainfall_lag_2,Rainfall_lag_3,Rainfall_lag_12,Temperature_lag_1,Temperature_lag_2,Temperature_lag_3,Temperature_lag_12
East,1992,SEP,0.2107142857142857,31.36654761904762,9,32,1.397142857142857,0.4517857142857143,0.2189285714285714,0.0257142857142857,30.82547619047619,33.08011904761905,33.989999999999995,32.65571428571428
East,1992,OCT,0.0821428571428571,29.784642857142856,10,33,0.2107142857142857,1.397142857142857,0.4517857142857143,0.1542857142857143,31.36654761904762,30.82547619047619,33.08011904761905,30.80547619047619
East,1992,NOV,0.0403571428571428,26.8125,11,34,0.0821428571428571,0.2107142857142857,1.397142857142857,0.3685714285714286,29.784642857142856,31.36654761904762,30.82547619047619,26.90797619047619
East,1992,DEC,0.0,22.50261904761905,12,35,0.0403571428571428,0.0821428571428571,0.2107142857142857,0.0,26.8125,29.784642857142856,31.36654761904762,23.48809523809524
East,1993,JAN,0.0114285714285714,22.688214285714285,1,36,0.0,0.0403571428571428,0.0821428571428571,0.0,22.50261904761905,26.8125,29.784642857142856,21.276785714285715
East,1993,FEB,0.0028571428571428,22.453333333333333,2,37,0.0114285714285714,0.0,0.0403571428571428,0.0,22.688214285714285,22.50261904761905,26.8125,20.596190476190475
East,1993,MAR,0.0117857142857142,26.826666666666668,3,38,0.0028571428571428,0.0114285714285714,0.0,0.0003571428571428,22.453333333333333,22.688214285714285,22.50261904761905,26.07988095238096
East,1993,APR,0.4442857142857143,29.46559523809524,4,39,0.0117857142857142,0.0028571428571428,0.0114285714285714,0.0060714285714285,26.826666666666668,22.453333333333333,22.688214285714285,29.59869047619048
East,1993,MAY,0.5589285714285714,31.410119047619045,5,40,0.4442857142857143,0.0117857142857142,0.0028571428571428,0.0124999999999999,29.46559523809524,26.826666666666668,22.453333333333333,31.93845238095238
East,1993,JUN,0.3489285714285714,33.30166666666667,6,41,0.5589285714285714,0.4442857142857143,0.0117857142857142,0.2189285714285714,31.410119047619045,29.46559523809524,26.826666666666668,33.989999999999995
East,1993,JUL,1.954642857142857,31.702738095238097,7,42,0.3489285714285714,0.5589285714285714,0.4442857142857143,0.4517857142857143,33.30166666666667,31.410119047619045,29.46559523809524,33.08011904761905
East,1993,AUG,1.6985714285714286,31.14190476190476,8,43,1.954642857142857,0.3489285714285714,0.5589285714285714,1.397142857142857,31.702738095238097,33.30166666666667,31.410119047619045,30.82547619047619
East,1993,SEP,0.7785714285714286,30.87142857142857,9,44,1.6985714285714286,1.954642857142857,0.3489285714285714,0.2107142857142857,31.14190476190476,31.702738095238097,33.30166666666667,31.36654761904762
East,1993,OCT,0.2371428571428571,30.14821428571428,10,45,0.7785714285714286,1.6985714285714286,1.954642857142857,0.0821428571428571,30.87142857142857,31.14190476190476,31.702738095238097,29.784642857142856
East,1993,NOV,0.0385714285714285,27.392619047619046,11,46,0.2371428571428571,0.7785714285714286,1.6985714285714286,0.0403571428571428,30.14821428571428,30.87142857142857,31.14190476190476,26.8125
East,1993,DEC,0.0646428571428571,25.107738095238098,12,47,0.0385714285714285,0.2371428571428571,0.7785714285714286,0.0,27.392619047619046,30.14821428571428,30.87142857142857,22.50261904761905
