REGION,rain_rmse,rain_mae,rain_r2,temp_rmse,temp_mae,temp_r2,n
Central,0.7356076815611917,0.48251673241560805,0.7063106129573758,1.1192304835131188,0.7974940607967426,0.913840888141111,30
East,0.5973570921177742,0.40058535448628696,0.47756838403116975,1.0468078453165286,0.7995585676740417,0.9176441369216535,30
North,0.049329265031778896,0.10135785244695643,0.5740361102443533,1.8327470315597543,1.1304078387340046,0.9545611641975857,30
South,1.7932035964494453,0.8533428108651825,0.8413103142474951,0.5689676391974374,0.6569873510684786,0.9148785017556481,30
West,1.2423201496659397,0.6652124828846536,0.8385746938337741,1.457776720075315,0.9449445659517804,0.875745541869934,30
