REGION,rows,rain_mean,rain_median,rain_nonzero_pct,temp_mean,temp_std
Central,420,0.5405706349206348,0.0483333333333333,0.669047619047619,29.20124656084656,3.8625992508671745
East,420,0.32263520408163265,0.07339285714285709,0.8547619047619047,29.237791666666666,3.773434053742452
North,420,0.04396258503401358,0.0004081632653061,0.5285714285714286,27.36323501781665,6.1162528383324
South,420,2.131804081632653,1.0197142857142856,0.9023809523809524,28.520779591836735,2.3835955350417857
West,420,1.1646734693877552,0.1389795918367347,0.6976190476190476,27.578987528344673,3.2684110849708747
