REGION,YEAR,LAT_RAIN,LON_RAIN,JAN_RAIN,FEB_RAIN,MAR_RAIN,APR_RAIN,MAY_RAIN,JUN_RAIN,JUL_RAIN,AUG_RAIN,SEP_RAIN,OCT_RAIN,NOV_RAIN,DEC_RAIN,ANN_RAIN,LAT_TEMP,LON_TEMP,JAN_TEMP,FEB_TEMP,MAR_TEMP,APR_TEMP,MAY_TEMP,JUN_TEMP,JUL_TEMP,AUG_TEMP,SEP_TEMP,OCT_TEMP,NOV_TEMP,DEC_TEMP,ANN_TEMP
Central,2001,15.25,32.5,0.0,0.0,0.0,0.0013333333333333333,0.23333333333333334,0.06966666666666667,0.8763333333333333,2.436,0.8066666666666666,0.5743333333333334,0.009666666666666665,0.0,0.42266666666666663,15.25,32.5,22.112,24.653111111111112,28.415444444444443,31.398666666666667,33.44233333333333,33.25255555555555,32.352555555555554,31.301333333333332,32.48266666666667,31.352333333333334,27.537666666666667,24.44011111111111,28.249111111111112
Central,2002,15.25,32.5,0.0,0.0,0.0,0.0,0.04933333333333333,0.037000000000000005,0.30333333333333334,1.034,0.7846666666666666,0.21666666666666667,0.0003333333333333333,0.0,0.2033333333333333,15.25,32.5,20.107333333333333,26.08722222222222,28.344666666666665,31.568666666666665,32.934888888888885,34.62222222222222,35.08988888888889,33.60466666666667,33.61944444444445,32.52033333333333,28.94288888888889,22.936444444444447,27.430333333333333
Central,2003,15.25,32.5,0.0,0.0,0.0,0.001,0.042333333333333334,0.2936666666666667,1.7546666666666666,2.0473333333333334,0.33066666666666666,0.06633333333333333,0.0,0.0,0.383,15.25,32.5,23.41466666666667,26.243555555555556,28.666,31.64488888888889,33.77688888888889,34.551,32.343555555555554,30.919444444444444,32.85066666666667,32.742777777777775,27.99233333333333,24.415333333333333,28.622555555555557
Central,2004,15.25,32.5,0.0,0.0,0.0,0.04,0.13099999999999998,0.41600000000000004,0.20766666666666664,0.9443333333333334,0.5196666666666666,0.20400000000000001,0.0,0.0,0.20533333333333334,15.25,32.5,23.807333333333332,23.60688888888889,27.992444444444445,31.501222222222225,34.251777777777775,33.936,33.78655555555555,33.422333333333334,33.32822222222222,31.959666666666667,27.912444444444443,23.137555555555558,28.417222222222225
Central,2005,15.25,32.5,0.0,0.0,0.0,0.001,0.23133333333333334,0.18533333333333335,2.05,2.4286666666666665,0.753,0.12233333333333334,0.0,0.0,0.4876666666666667,15.25,32.5,22.218333333333334,27.21166666666667,28.715777777777777,31.884888888888888,32.00688888888889,34.64433333333333,32.06455555555556,31.712555555555557,32.022222222222226,31.429222222222222,26.987222222222222,25.326444444444444,27.796333333333333
Central,2006,15.25,32.5,0.0,0.0,0.0,0.1,0.49633333333333335,0.47533333333333333,1.0473333333333332,1.5853333333333335,0.897,0.36000000000000004,0.0,0.0,0.4166666666666667,15.25,32.5,25.486222222222224,26.173333333333332,27.52011111111111,29.69777777777778,33.849666666666664,34.36788888888889,33.38377777777778,31.934333333333335,32.54377777777778,31.746,25.822666666666667,20.787,27.392222222222223
Central,2007,15.25,32.5,0.0,0.0,0.0,0.051000000000000004,0.03933333333333333,0.49033333333333334,4.383,3.213,1.0593333333333335,0.19566666666666668,0.01933333333333333,0.0,0.7973333333333333,15.25,32.5,21.086333333333332,24.999777777777776,27.62033333333333,30.522333333333332,34.175333333333334,34.12133333333333,29.97822222222222,29.274666666666665,29.962444444444444,31.169,28.134,24.77088888888889,27.60822222222222
Central,2008,15.25,32.5,0.0,0.0,0.0,0.13033333333333333,0.08,0.36666666666666664,0.955,1.2876666666666667,1.169,0.14833333333333334,0.0,0.0,0.3463333333333333,15.25,32.5,22.899333333333335,23.387,29.334,31.587,32.60788888888889,33.940555555555555,33.06722222222223,31.880555555555556,32.25822222222222,29.572,27.15088888888889,24.746222222222222,27.407999999999998
Central,2009,15.25,32.5,0.0,0.0,0.0,0.004666666666666667,0.04566666666666666,0.13233333333333333,2.4189999999999996,1.5113333333333334,0.606,0.13933333333333334,0.0,0.0,0.4106666666666667,15.25,32.5,24.457777777777775,26.878,26.950111111111113,31.368666666666666,33.38622222222222,34.68655555555556,32.37288888888889,32.19833333333333,33.471333333333334,31.619666666666667,27.205444444444442,23.05222222222222,28.958222222222226
Central,2010,15.25,32.5,0.0,0.0,0.0,0.010333333333333333,0.06966666666666667,0.25033333333333335,1.518,1.7890000000000001,0.892,0.14100000000000001,0.002,0.0,0.394,15.25,32.5,25.94211111111111,25.69188888888889,28.878333333333334,31.77188888888889,33.556111111111115,34.57344444444445,32.39544444444444,30.992222222222225,31.882777777777775,32.904555555555554,29.06822222222222,24.452222222222222,28.728333333333335
Central,2011,15.25,32.5,0.0,0.0,0.0,0.0,0.22066666666666668,0.06166666666666667,1.161,1.4823333333333333,0.594,0.2936666666666667,0.0,0.0,0.32266666666666666,15.25,32.5,22.081333333333333,25.33066666666667,26.701,30.811222222222224,32.49188888888889,34.64888888888889,33.666333333333334,32.227777777777774,32.300222222222224,31.600444444444445,24.157777777777774,24.058333333333334,27.912
Central,2012,15.25,32.5,0.0,0.0,0.0,0.0,0.09833333333333334,0.226,2.787,1.7813333333333332,0.388,0.6256666666666667,0.04633333333333333,0.0,0.503,15.25,32.5,22.894444444444446,25.890444444444444,26.90677777777778,30.613888888888887,33.91488888888889,34.47911111111111,31.317000000000004,30.36466666666667,31.804777777777776,31.06388888888889,26.82311111111111,23.03611111111111,27.798777777777776
Central,2013,15.25,32.5,0.0,0.0,0.0,0.0,0.05,0.26666666666666666,0.38699999999999996,2.1439999999999997,1.3253333333333333,0.02266666666666667,0.0003333333333333333,0.0,0.3526666666666667,15.25,32.5,24.169,26.862666666666666,29.24377777777778,29.416555555555554,33.111444444444444,33.84677777777778,33.14288888888889,30.097444444444445,31.344666666666665,30.09511111111111,27.194,23.387666666666664,27.61577777777778
Central,2014,15.25,32.5,0.0,0.0,0.0023333333333333335,0.017333333333333333,0.06533333333333333,0.319,3.6483333333333334,2.9503333333333335,0.9573333333333333,0.40166666666666667,0.0,0.0003333333333333333,0.706,15.25,32.5,23.66788888888889,24.388111111111108,28.496222222222222,32.06222222222222,33.42688888888889,34.590888888888884,31.860999999999997,29.157555555555554,30.447111111111113,29.58388888888889,25.438777777777776,24.404444444444444,27.787111111111113
Central,2015,15.25,32.5,0.0,0.0,0.0003333333333333333,0.0,0.07866666666666666,0.32166666666666666,0.7346666666666667,2.279333333333333,0.40066666666666667,0.18033333333333335,0.0006666666666666666,0.06433333333333333,0.3423333333333333,15.25,32.5,21.542333333333332,26.383555555555557,29.873222222222225,29.909111111111113,33.58988888888889,34.346333333333334,33.82888888888889,31.972,32.974555555555554,31.190666666666665,26.28611111111111,21.191222222222223,26.823222222222224
Central,2016,15.25,32.5,0.0,0.0,0.0,0.002333333333333333,0.42,0.411,4.1770000000000005,3.185,0.9013333333333333,0.301,0.0,0.0,0.7923333333333333,15.25,32.5,19.793666666666667,24.496,30.00766666666667,30.718444444444444,33.483777777777775,34.123555555555555,31.61733333333333,29.62633333333333,30.978666666666665,30.858777777777778,26.98833333333333,24.818888888888885,27.107000000000003
Central,2017,15.25,32.5,0.0,0.0,0.0,0.11033333333333334,0.3863333333333333,0.2983333333333334,1.4683333333333335,2.613,0.6396666666666667,0.096,0.0,0.0003333333333333333,0.475,15.25,32.5,24.72611111111111,23.334555555555557,27.349444444444444,32.38355555555555,33.306888888888885,34.471333333333334,32.708444444444446,30.737555555555556,31.631333333333334,30.507111111111108,26.351222222222223,25.103333333333335,28.312555555555555
Central,2018,15.25,32.5,0.0,0.0013333333333333333,0.0,0.0,0.42900000000000005,0.6993333333333334,2.89,2.081,0.607,0.29633333333333334,0.0003333333333333333,0.0,0.5913333333333333,15.25,32.5,21.625555555555554,26.79477777777778,28.60611111111111,30.047444444444444,33.83911111111111,32.87444444444444,31.24777777777778,30.151777777777777,31.570999999999998,31.31211111111111,26.119222222222223,23.421,27.933555555555554
Central,2019,15.25,32.5,0.0,0.0023333333333333335,0.0,0.0003333333333333333,0.044000000000000004,0.37533333333333335,0.63,3.5743333333333336,1.0096666666666667,1.3533333333333333,0.010333333333333333,0.003,0.591,15.25,32.5,25.354222222222223,25.67611111111111,27.458,30.394000000000002,34.233333333333334,34.39266666666667,33.342777777777776,30.262111111111114,31.104222222222223,29.250444444444444,27.192222222222224,22.79288888888889,28.28611111111111
Central,2020,15.25,32.5,0.0,0.0006666666666666666,0.0,0.0,0.20133333333333334,0.30866666666666664,2.597,5.404333333333333,2.1390000000000002,0.16833333333333333,0.010666666666666666,0.0003333333333333333,0.9109999999999999,15.25,32.5,20.682444444444446,22.592666666666666,28.386,30.454444444444444,32.41011111111111,34.23144444444444,31.98511111111111,28.90211111111111,29.579,29.27688888888889,25.48511111111111,24.02911111111111,26.58388888888889
Central,2021,15.25,32.5,0.005,0.0,0.0,0.02033333333333333,0.6813333333333333,0.2996666666666667,5.107,5.621333333333333,2.3516666666666666,0.12133333333333333,0.02333333333333333,0.04033333333333333,1.2056666666666667,15.25,32.5,23.799666666666663,24.526000000000003,28.71677777777778,30.82988888888889,33.06455555555556,35.24755555555556,30.3,28.964111111111112,29.04177777777778,29.52611111111111,27.329444444444444,23.654333333333334,28.484555555555556
Central,2022,15.25,32.5,0.007666666666666667,0.0,0.010666666666666666,0.027333333333333334,0.037000000000000005,0.8646666666666667,4.149666666666667,3.0563333333333333,2.3373333333333335,0.4036666666666667,0.0,0.001,0.9163333333333333,15.25,32.5,22.51377777777778,22.223,27.281111111111112,33.19,34.27233333333333,33.660333333333334,30.637,29.049555555555557,29.168777777777777,29.209,26.136,23.295222222222225,27.43155555555556
Central,2023,15.25,32.5,0.0,0.0,0.0,0.012666666666666666,0.06733333333333333,0.9570000000000001,1.0566666666666666,4.905333333333333,1.0246666666666666,0.6443333333333333,0.143,0.0,0.7433333333333334,15.25,32.5,23.44511111111111,24.198777777777778,27.713444444444445,30.310000000000002,33.00988888888889,34.02188888888889,33.604,30.780333333333335,31.244333333333337,31.913444444444444,28.496222222222222,24.361777777777778,28.53966666666667
Central,2024,15.25,32.5,0.0,0.0,0.004666666666666667,0.0,0.15766666666666665,0.45233333333333337,3.530333333333333,5.524666666666667,1.6320000000000001,0.13266666666666665,0.06899999999999999,0.002,0.9683333333333334,15.25,32.5,22.590666666666667,23.678444444444445,28.99833333333333,31.361666666666668,33.527,35.20977777777778,32.11855555555556,28.27511111111111,30.075,29.91633333333333,25.466333333333335,23.529222222222224,28.049444444444443
East,1990,17.5,35.9375,0.013571428571428571,0.0007142857142857143,0.008928571428571428,0.0010714285714285715,0.011428571428571429,0.0067857142857142855,0.19999999999999998,0.19142857142857145,0.2767857142857143,0.07392857142857143,0.12000000000000001,0.017142857142857144,0.07714285714285715,17.5,35.9375,23.177738095238094,22.37095238095238,25.20285714285714,29.467738095238094,32.96154761904762,34.45142857142857,33.00976190476191,33.29047619047619,32.482261904761906,30.689642857142854,27.666428571428572,26.35202380952381,28.119404761904764
East,1991,17.5,35.9375,0.0,0.016428571428571428,0.0,0.09857142857142857,0.027857142857142858,0.0007142857142857143,0.62,0.30428571428571427,0.025714285714285714,0.1542857142857143,0.3685714285714286,0.0,0.1357142857142857,17.5,35.9375,23.465833333333332,24.729880952380952,26.656309523809526,31.73488095238095,34.25488095238095,34.400357142857146,33.111666666666665,32.59309523809524,32.65571428571428,30.80547619047619,26.90797619047619,23.488095238095237,28.606190476190477
East,1992,17.5,35.9375,0.0,0.0,0.00035714285714285714,0.006071428571428572,0.012499999999999999,0.21892857142857142,0.4517857142857143,1.397142857142857,0.21071428571428572,0.08214285714285714,0.040357142857142855,0.0,0.20285714285714285,17.5,35.9375,21.276785714285715,20.596190476190475,26.079880952380954,29.598690476190477,31.93845238095238,33.989999999999995,33.08011904761905,30.82547619047619,31.36654761904762,29.784642857142856,26.8125,22.50261904761905,26.39369047619048
East,1993,17.5,35.9375,0.011428571428571429,0.002857142857142857,0.011785714285714287,0.4442857142857143,0.5589285714285714,0.3489285714285714,1.9546428571428571,1.6985714285714286,0.7785714285714286,0.23714285714285716,0.038571428571428576,0.06464285714285714,0.5189285714285714,17.5,35.9375,22.688214285714285,22.453333333333333,26.826666666666668,29.46559523809524,31.410119047619045,33.30166666666667,31.702738095238097,31.14190476190476,30.87142857142857,30.148214285714282,27.392619047619046,25.107738095238098,26.03059523809524
East,1994,17.5,35.9375,0.006071428571428572,0.007857142857142858,0.00035714285714285714,0.11321428571428571,0.20642857142857143,0.24071428571428571,1.2028571428571428,0.7210714285714286,0.3742857142857143,0.3053571428571429,0.028928571428571432,0.0,0.26964285714285713,17.5,35.9375,25.121904761904766,23.87309523809524,25.835238095238093,30.36511904761905,32.98321428571429,33.792857142857144,31.457023809523808,31.543095238095237,31.69297619047619,30.31642857142857,27.084285714285713,23.48345238095238,28.2475
East,1995,17.5,35.9375,0.14285714285714285,0.04285714285714286,0.0032142857142857142,0.26607142857142857,0.2692857142857143,0.22571428571428573,2.254285714285714,1.712142857142857,0.7664285714285715,0.003928571428571429,0.015,0.02,0.48142857142857143,17.5,35.9375,23.991785714285715,23.390238095238097,26.446785714285717,28.976666666666667,31.96797619047619,34.56916666666667,31.671309523809523,30.56607142857143,31.141547619047618,29.609761904761903,26.641190476190477,24.580357142857142,27.81190476190476
East,1996,17.5,35.9375,0.007857142857142858,0.013571428571428571,0.12214285714285714,0.25857142857142856,0.6664285714285715,0.3192857142857143,1.279642857142857,2.0039285714285713,0.4689285714285715,0.25607142857142856,0.14464285714285713,0.0,0.46642857142857147,17.5,35.9375,22.18940476190476,25.337738095238095,27.095,29.65857142857143,32.932857142857145,33.393095238095235,31.985119047619047,31.534166666666664,31.572142857142858,29.253214285714286,26.166666666666668,24.503690476190474,27.399285714285714
East,1997,17.5,35.9375,0.2342857142857143,0.002142857142857143,0.06678571428571428,0.04642857142857143,0.3321428571428572,0.19285714285714287,0.9789285714285715,1.4410714285714286,0.08499999999999999,0.4192857142857143,0.15035714285714286,0.002857142857142857,0.3339285714285714,17.5,35.9375,22.263690476190476,22.351666666666667,26.21714285714286,29.268928571428575,32.022976190476186,34.02952380952381,32.77047619047619,31.84559523809524,32.700833333333335,30.27261904761905,26.233571428571427,24.858571428571427,27.17511904761905
East,1998,17.5,35.9375,0.027857142857142858,0.0,0.010714285714285714,0.01,0.13392857142857142,0.10428571428571429,0.45821428571428574,1.530357142857143,0.3217857142857143,0.09464285714285715,0.0014285714285714286,0.0,0.22714285714285715,17.5,35.9375,22.088452380952383,23.035238095238096,26.310238095238095,30.47404761904762,33.20690476190477,34.869285714285716,32.210476190476186,30.978095238095236,31.359999999999996,29.9925,27.355476190476192,25.75583333333333,27.749285714285715
East,1999,17.5,35.9375,0.008214285714285714,0.0,0.021785714285714287,0.5289285714285714,0.03785714285714286,0.045714285714285714,2.339642857142857,2.1535714285714285,0.2553571428571429,0.37785714285714284,0.06535714285714286,0.3875,0.5260714285714286,17.5,35.9375,24.01809523809524,27.801309523809522,26.749761904761904,29.70738095238095,33.398690476190474,34.201904761904764,31.29035714285714,30.87345238095238,31.154761904761905,29.549642857142857,26.76297619047619,25.290714285714287,28.255595238095236
East,2000,17.5,35.9375,0.0,0.0,0.0,0.045,0.014642857142857141,0.08285714285714285,0.2760714285714286,0.5403571428571429,0.26035714285714284,0.23892857142857143,0.39035714285714285,0.19749999999999998,0.17107142857142857,17.5,35.9375,22.42607142857143,24.51047619047619,26.87988095238095,30.768452380952382,32.97821428571429,34.59547619047619,33.30285714285714,32.62642857142857,32.387023809523804,29.433452380952378,27.159880952380952,23.179642857142856,27.697261904761906
East,2001,17.5,35.9375,0.0,0.0,0.0,0.018571428571428572,0.34285714285714286,0.0,0.6521428571428572,1.0664285714285715,0.15357142857142855,0.24464285714285713,0.032857142857142856,0.0,0.21285714285714286,17.5,35.9375,21.907857142857143,24.734166666666667,27.567500000000003,30.68642857142857,32.61952380952381,33.490833333333335,32.75238095238095,32.14630952380952,32.90369047619048,31.05345238095238,27.723095238095237,26.023095238095237,28.020238095238092
East,2002,17.5,35.9375,0.002142857142857143,0.002142857142857143,0.003928571428571429,0.0,0.00035714285714285714,0.02392857142857143,0.5028571428571429,0.48892857142857143,0.09642857142857143,0.05714285714285715,0.375,0.002142857142857143,0.13107142857142856,17.5,35.9375,21.86392857142857,26.488333333333333,28.033690476190475,30.04952380952381,32.34059523809524,34.404761904761905,35.25071428571429,33.6475,32.93202380952381,31.646547619047617,27.961547619047618,23.082619047619048,28.013452380952383
East,2003,17.5,35.9375,0.0,0.0,0.0025,0.0,0.0007142857142857143,0.05071428571428571,1.0032142857142856,0.8803571428571428,0.10678571428571429,0.07178571428571427,0.0032142857142857142,0.01607142857142857,0.18035714285714285,17.5,35.9375,23.767738095238094,26.28690476190476,26.638095238095236,30.606071428571425,33.71845238095238,34.636428571428574,32.980714285714285,31.268928571428575,32.325833333333335,30.520357142857144,27.922499999999996,24.962738095238095,28.897499999999997
East,2004,17.5,35.9375,0.0010714285714285715,0.0,0.0,0.009285714285714286,0.010357142857142856,0.11214285714285714,0.05642857142857143,0.6389285714285714,0.0925,0.11214285714285714,0.002142857142857143,0.3221428571428571,0.115,17.5,35.9375,23.7625,24.031547619047622,27.233214285714286,30.810357142857146,33.37714285714286,34.105357142857144,34.25797619047619,33.64107142857143,32.98202380952381,30.91238095238095,28.373214285714283,22.97154761904762,28.53892857142857
East,2005,17.5,35.9375,0.0,0.0,0.0,0.01,0.24214285714285716,0.10964285714285714,0.7300000000000001,1.8707142857142858,0.6789285714285714,0.005357142857142857,0.0,0.23214285714285715,0.32785714285714285,17.5,35.9375,22.413452380952382,26.31690476190476,27.876666666666665,30.886071428571427,31.56690476190476,34.66869047619048,33.44154761904762,32.19690476190476,31.775833333333335,30.403333333333336,27.26297619047619,25.559404761904766,28.039166666666667
East,2006,17.5,35.9375,0.0,0.0,0.0,0.5321428571428571,0.8332142857142858,0.03035714285714286,0.2092857142857143,1.188214285714286,0.28214285714285714,0.3296428571428572,0.048571428571428564,0.0,0.2910714285714286,17.5,35.9375,25.110357142857143,26.24690476190476,26.10988095238095,28.892976190476194,32.74107142857143,34.394999999999996,33.90869047619047,32.02726190476191,32.371785714285714,31.380000000000003,26.667142857142856,22.011309523809523,27.90547619047619
East,2007,17.5,35.9375,0.0,0.0,0.0,0.004642857142857143,0.011785714285714287,1.3092857142857142,1.8828571428571428,1.8210714285714287,0.3617857142857143,0.02214285714285714,0.004642857142857143,0.0,0.45535714285714285,17.5,35.9375,22.013690476190476,25.053333333333335,26.79345238095238,29.610595238095236,34.109880952380955,33.69702380952381,30.912857142857142,30.5825,30.997261904761906,29.90547619047619,27.62190476190476,24.825357142857143,27.847261904761904
East,2008,17.5,35.9375,0.0,0.0,0.0,0.15857142857142859,0.04892857142857143,0.11178571428571428,0.12607142857142856,0.7135714285714286,1.0292857142857144,0.005357142857142857,0.0,0.0035714285714285718,0.18285714285714286,17.5,35.9375,23.072142857142858,24.064642857142857,28.210833333333333,31.106190476190477,32.34702380952381,34.58095238095238,33.8925,32.666309523809524,31.90309523809524,29.413571428571426,27.18595238095238,25.321428571428573,27.90464285714286
East,2009,17.5,35.9375,0.012857142857142857,0.0,0.0,0.0014285714285714286,0.011785714285714287,0.026428571428571433,0.6164285714285714,0.7225,0.10321428571428572,0.06785714285714287,0.0,0.016785714285714286,0.13392857142857142,17.5,35.9375,23.886904761904763,26.616071428571427,26.712142857142858,30.00142857142857,32.940714285714286,34.961666666666666,33.03547619047619,33.09940476190476,33.254642857142855,30.776190476190475,27.14619047619048,24.566666666666666,28.899642857142858
East,2010,17.5,35.9375,0.006071428571428572,0.0,0.0,0.07214285714285715,0.04035714285714286,0.04357142857142857,0.6957142857142857,0.9546428571428571,0.9446428571428571,0.006071428571428572,0.21285714285714286,0.017142857142857144,0.25142857142857145,17.5,35.9375,25.43702380952381,25.484404761904763,28.152380952380955,30.57880952380952,32.97285714285714,35.30869047619048,32.88333333333333,32.049523809523805,31.344047619047622,31.172857142857143,28.135952380952382,24.193690476190476,28.906785714285714
East,2011,17.5,35.9375,0.3407142857142857,0.0,0.0014285714285714286,0.004285714285714286,0.11571428571428573,0.045,0.5750000000000001,0.5832142857142857,0.19035714285714286,0.0075,0.0,0.008214285714285714,0.15892857142857145,17.5,35.9375,22.141785714285714,25.131309523809527,26.124166666666664,29.975714285714286,31.742738095238092,34.75202380952381,34.02166666666667,33.235952380952384,32.649880952380954,31.027619047619048,24.920476190476194,24.496785714285714,27.923928571428572
East,2012,17.5,35.9375,0.0,0.0,0.0,0.0,0.0060714285714285705,0.15,0.275,0.6767857142857142,0.05071428571428571,0.04142857142857143,0.018214285714285714,0.06107142857142857,0.10750000000000001,17.5,35.9375,23.07190476190476,25.613452380952385,26.31857142857143,29.513690476190476,33.49345238095238,34.90059523809524,33.3372619047619,32.08261904761905,32.73440476190476,30.845,27.769523809523808,23.969404761904762,28.24761904761905
East,2013,17.5,35.9375,0.0,0.0,0.0,0.0,0.013571428571428571,0.010714285714285714,0.2017857142857143,1.7364285714285714,0.5378571428571429,0.024999999999999998,0.0,0.005,0.21285714285714286,17.5,35.9375,24.425238095238093,26.168095238095237,28.322619047619046,29.009166666666665,32.86761904761905,34.13202380952381,33.792142857142856,30.373809523809523,31.888690476190476,30.620238095238093,27.469761904761906,23.51535714285714,28.28988095238095
East,2014,17.5,35.9375,0.0,0.0,0.008214285714285714,0.018571428571428572,0.04535714285714286,0.026785714285714284,1.8589285714285713,1.7571428571428573,0.5246428571428571,0.12357142857142857,0.04428571428571428,0.0275,0.3742857142857143,17.5,35.9375,24.21011904761905,24.614880952380954,27.597261904761904,30.785476190476192,32.62345238095238,34.55452380952381,33.07595238095238,30.947857142857142,31.070833333333333,29.567142857142855,25.73035714285714,25.20047619047619,28.410238095238096
East,2015,17.5,35.9375,0.009642857142857144,0.0,0.0017857142857142859,0.0007142857142857143,0.015714285714285715,0.13642857142857143,0.49964285714285717,1.3396428571428571,0.075,0.2507142857142857,0.06785714285714285,0.11857142857142856,0.21321428571428572,17.5,35.9375,22.382738095238096,25.576071428571428,29.21166666666667,29.429404761904763,33.50083333333333,34.35940476190476,34.30607142857143,32.85511904761905,32.96202380952381,31.021309523809524,27.540595238095236,22.67154761904762,27.587857142857143
